Title,Ratings,Production
Straight Outta Compton,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","['Legendary Pictures', 'New Line Cinema', 'Cube Vision', 'Crucial Films', 'Broken Chair Flickz']"
San Andreas,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","['New Line Cinema', 'Village Roadshow Pictures', 'RatPac-Dune Entertainment', 'Flynn Picture Co.']"
Mad Max: Fury Road,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '90/100'}]","['Village Roadshow Pictures', 'Kennedy Miller Mitchell', 'RatPac-Dune Entertainment']"
Daddy's Home,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]","['Red Granite Pictures', 'Gary Sanchez Productions']"
The Peanuts Movie,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '67/100'}]","['Blue Sky Studios', '20th Century Fox Animation']"
Kingsman: The Secret Service,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","['Marv Films', 'Cloudy Productions', 'Shangri-La Entertainment', 'TSG Entertainment']"
The Good Dinosaur,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]","['Walt Disney Pictures', 'Pixar Animation Studios']"
Spy,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '75/100'}]","['Chernin Entertainment', 'Feigco Entertainment', 'TSG Entertainment']"
Trainwreck,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",['Apatow Productions']
Creed,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]","['Metro-Goldwyn-Mayer', 'New Line Cinema']"
Tomorrowland,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","['Walt Disney Pictures', 'A113 Productions']"
Get Hard,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '34/100'}]","['Gary Sanchez Productions','RatPac-Dune Entertainment']"
Terminator Genisys,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",['Skydance Productions']
Taken 3,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '26/100'}]","['EuropaCorp','M6 Films','TSG Entertainment','Canal+','Ciné+','M6']"
Sisters,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","['Little Stranger', 'Everyman Pictures']"
Alvin and the Chipmunks: The Road Chip,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '33/100'}]","['Fox 2000 Pictures', 'Regency Enterprises', 'Bagdasarian Company', 'TSG Entertainment']"
Maze Runner: The Scorch Trials,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","['Gotham Group', 'Temple Hill Entertainment', 'TSG Entertainment']"
Ted 2,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]","['Media Rights Capital', 'Fuzzy Door Productions', 'Bluegrass Films']"
Goosebumps,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","['Sony Pictures Animation', 'LStar Capital', 'Village Roadshow Pictures', 'Original Film', 'Scholastic Entertainment']"
Pixels,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '27/100'}]","['Happy Madison Productions', '1492 Pictures', 'China Film Group']"
Paddington,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '77/100'}]","['StudioCanal', 'Heyday Films', 'TF1 Films Production']"
The Intern,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","['RatPac-Dune Entertainment', 'Waverly Films']"
Bridge of Spies,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]","['DreamWorks Pictures', 'Fox 2000 Pictures', 'Reliance Entertainment', 'Participant Media', 'TSG Entertainment', 'Afterworks Limited', 'Studio Babelsberg', 'Amblin Entertainment', 'Marc Platt Productions']"
Paul Blart: Mall Cop 2,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '13/100'}]","['Happy Madison Productions', 'Hey Eddie', 'Broken Road Productions']"
The Big Short,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '81/100'}]","['Regency Enterprises', 'Plan B Entertainment']"
War Room,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '26/100'}]","['Affirm Films', 'Kendrick Brothers Productions', 'Provident Films']"
Magic Mike XXL,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","['Iron Horse Entertainment', 'RatPac-Dune Entertainment']"
The Wedding Ringer,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '35/100'}]","['Miramax', 'LStar Capital', 'Will Packer Productions']"
Black Mass,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]","['Cross Creek Pictures', 'RatPac-Dune Entertainment', 'Vendian Entertainment']"
Vacation,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '34/100'}]","['New Line Cinema', 'BenderSpink', 'Big Kid Pictures']"
Joy,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","['Fox 2000 Pictures', 'Davis Entertainment Company', 'Annapurna Pictures', 'TSG Entertainment']"
Fantastic Four,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]","['Constantin Film', 'Marvel Enterprises', '1492 Pictures']"
The Hateful Eight,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '68/100'}]","['Shiny Penny', 'FilmColony']"
Focus,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","['RatPac-Dune Entertainment', 'Di Novi Pictures', 'Kramer & Sigman Films', 'Overbrook Entertainment', 'Zaftig Films']"
Southpaw,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","['Wanda Pictures', 'Riche Productions', 'Escape Artists', 'Fuqua Films']"
Insidious: Chapter 3,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '52/100'}]","['Blumhouse Productions', 'Entertainment One', 'Stage 6 Films']"
Jupiter Ascending,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '40/100'}]","['Village Roadshow Pictures', 'RatPac-Dune Entertainment', 'Anarchos Productions']"
Sicario,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}]","['Black Label Media', 'Thunder Road']"
Spotlight,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '93/100'}]","['Participant Media', 'First Look Media', 'Anonymous Content', 'Rocklin/Faust Productions', 'Spotlight Film']"
"McFarland, USA","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","['Walt Disney Pictures', 'Mayhem Pictures']"
The Gift,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '77/100'}]","['Blumhouse Productions', 'Huayi Brothers Pictures', 'Blue-Tongue Films']"
Everest,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '64/100'}]","['Cross Creek Pictures', 'Walden Media', 'Working Title Films']"
The Night Before,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","['Good Universe', 'Point Grey Pictures']"
Krampus,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","['Legendary Pictures', 'Zam Pictures']"
Max,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","['Metro-Goldwyn-Mayer', 'RatPac-Dune Entertainment', 'Sunswept Entertainment']"
The Age of Adaline,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","['Lakeshore Entertainment','Sidney Kimmel Entertainment']"
Brooklyn,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '87/100'}]","['BBC Films', 'Telefilm Canada', 'HanWay Films', 'Wildgaze Films']"
The Longest Ride,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '33/100'}]","['Fox 2000 Pictures', 'Temple Hill Entertainment', 'TSG Entertainment']"
The Boy Next Door,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '30/100'}]","['Blumhouse Productions', 'Smart Entertainment', 'Nuyorican Productions']"
Pan,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '36/100'}]","['Berlanti Productions','RatPac Entertainment','']"
Hot Pursuit,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '31/100'}]","['New Line Cinema', 'Metro-Goldwyn-Mayer', 'Pacific Standard']"
Concussion,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '55/100'}]","['LStar Capital', 'Village Roadshow Pictures', 'Columbia Pictures']"
The DUFF,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","['Vast Entertainment', 'CBS Films', 'Wonderland Sound and Vision']"
The Second Best Exotic Marigold Hotel,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","['Blueprint Pictures','Participant Media']"
Unfriended,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '59/100'}]","['Bazelevs Company', 'Blumhouse Productions']"
Entourage,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '38/100'}]","['HBO', 'Closest to the Hole Productions', 'Leverage Entertainment', 'RatPac-Dune Entertainment']"
Paper Towns,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","['Fox 2000 Pictures','Temple Hill Entertainment','TSG Entertainment']"
Chappie,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","['Media Rights Capital', 'Kinberg Genre']"
Crimson Peak,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '66/100'}]","['Legendary Pictures', 'DDY Productions']"
A Walk in the Woods,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","['Route One Films','Wildwood Enterprises']"
Point Break,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '34/100'}]","['Largo Entertainment', 'Levy/Abrams/Guerin Productions']"
Sinister 2,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '32/100'}]","['Alliance Films', 'Automatik Entertainment', 'Blumhouse Productions', 'Entertainment One', 'IM Global', 'Tank Caterpillar, Inc.']"
The Last Witch Hunter,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '34/100'}]","['Mark Canton Productions', 'One Race Films', 'Goldmann Pictures']"
No Escape,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '38/100'}]","['Bold Films','Brothers Dowdle']"
Ricki and the Flash,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '54/100'}]","['Badwill Entertainment', 'Clinica Estetico', 'LStar Capital', 'Marc Platt Productions']"
The Woman in Black 2: Angel of Death,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '42/100'}]","['Hammer Films', 'Entertainment One', 'Exclusive Media (uncredited)']"
Run All Night,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '59/100'}]","['Vertigo Entertainment', 'RatPac-Dune Entertainment', 'Energy Entertainment']"
Love the Coopers,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '31/100'}]","['Groundswell Productions', 'Imagine Entertainment']"
The Lazarus Effect,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Metacritic', 'Value': '31/100'}]",['Blumhouse Productions']
Ex Machina,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]","['Film4', 'DNA Films']"
In the Heart of the Sea,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","['Village Roadshow Pictures', 'RatPac-Dune Entertainment', 'COTT Productions', 'Enelmar Productions A.I.E.', 'Roth Films', 'Spring Creek Pictures', 'Imagine Entertainment', 'Kia Jam']"
The Gallows,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '30/100'}]","['New Line Cinema', 'Blumhouse Productions', 'Management 360', 'Tremendum Pictures']"
Hitman: Agent 47,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '28/100'}]","['Daybreak Films', 'Giant Pictures', 'TSG Entertainment']"
Project Almanac,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","['Insurge Pictures', 'MTV Films', 'Platinum Dunes']"
Aloha,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '40/100'}]","['RatPac Entertainment', 'Regency Enterprises', 'Scott Rudin Productions', 'Vinyl Films']"
Shaun the Sheep Movie,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '81/100'}]","['Aardman Animations','']"
Still Alice,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","['Killer Films', 'Lutzus-Brown', 'BSM Studio', 'Big Indie Pictures', 'Shriver Films']"
Paranormal Activity: The Ghost Dimension,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",['Blumhouse Productions']
Steve Jobs,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '82/100'}]","['Legendary Pictures', 'Scott Rudin Productions', 'The Mark Gordon Company', 'Decibel Films', 'Cloud Eight Films']"
Mr. Holmes,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '67/100'}]","['AI Film', 'BBC Films', 'FilmNation Entertainment', 'Archer Gray Productions', 'See-Saw Films']"
Dope,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","['Significant Productions', 'i am OTHER', 'Revolt Films']"
Seventh Son,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '30/100'}]","['China Film Group', 'Legendary Pictures', 'Moving Picture Company', 'Outlaw Sinema', 'Pendle Mountain Productions', 'Thunder Road Pictures']"
Monkey Kingdom,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","['Disneynature', 'Silverback Films']"
